0	0	0	0
100	0	0	100
200	0	0	200
300	0	0	300
400	0	0	400
500	0	0	500
600	0	0	600
700	0	0	700
800	0	0	800
900	0	0	900
1000	0	0	1000
1100	0	0	1100
1200	0	0	1200
1300	0	0	1300
1400	0	0	1400
1500	0	0	1500
1600	0	0	1600
1700	0	0	1700
1800	0	0	1800
1900	0	0	1900
2000	0	0	2000
2100	2	2	2099,98
2200	4	2	2199,84
2300	6	2	2299,45
2400	8	2	2398,7
2500	10	2	2497,47
2600	12	2	2595,62
2700	14	2	2693,06
2800	16	2	2789,64
2900	18	2	2885,27
3000	20	2	2979,82
3100	22	2	3073,17
3200	24	2	3165,21
3300	26	2	3255,84
3400	28	2	3344,94
3500	30	2	3432,39
3600	32	2	3518,11
3700	32	2	3602,91
3800	32	2	3687,72
3900	32	2	3772,52
4000	32	2	3857,33
4100	32	2	3942,13
4200	32	2	4026,94
4300	32	2	4111,74
4400	32	2	4196,55
4500	32	2	4281,35
4600	32	2	4366,15
4700	32	2	4450,96
4800	32	2	4535,76
4900	32	2	4620,57
5000	32	2	4705,37
5100	31,46	7,61	4790,45
5200	31,17	13,36	4875,9
5300	31,13	19,16	4961,5
5400	31,36	24,93	5047,02
5500	31,84	30,58	5132,21
5525,54	32	32	5153,89
5600	31,57	36,16	5217,19
5700	31,22	41,88	5302,57
5800	31,12	47,68	5388,16
5900	31,28	53,46	5473,72
6000	31,69	59,15	5559,01
6051,08	32	62	5602,41
6100	31,7	64,72	5643,96
6200	31,28	70,41	5729,25
6300	31,12	76,2	5814,81
6400	31,21	81,99	5900,4
6500	31,56	87,71	5985,78
6576,62	32	92	6050,93
6600	31,85	93,3	6070,77
6700	31,37	98,95	6155,95
6800	31,13	104,71	6241,46
6900	31,16	110,52	6327,07
7000	31,45	116,26	6412,53
7100	31,99	121,88	6497,61
7102,16	32	122	6499,44
7200	30,95	127,25	6582,9
7300	30,11	132,92	6669,06
7400	29,52	138,84	6755,84
7500	29,21	144,93	6843,01
7600	29,17	151,08	6930,33
7700	29,42	157,19	7017,56
7800	29,94	163,17	7104,46
7900	30,71	168,91	7190,8
8000	31,73	174,35	7276,33
8100	32,97	179,46	7360,82
8200	34,4	184,22	7444,05
8300	36	188,63	7525,78
8400	37,75	192,69	7605,79
8500	39,62	196,43	7683,85
8600	41,61	199,88	7759,76
8700	43,7	203,07	7833,31
8800	45,86	206,02	7904,3
8900	48,1	208,75	7972,53
9000	50,4	211,3	8037,81
9100	52,75	213,68	8099,96
9200	55,14	215,92	8158,82
9300	57,57	218,03	8214,23
9398,5	60	220	8265,27
9400	60	220	8266,02
9500	60	220	8316,02
9600	60	220	8366,02
9700	60	220	8416,02
9800	60	220	8466,02
9900	60	220	8516,02
10000	60	220	8566,02
10100	60	220	8616,02
10200	60	220	8666,02
10300	60	220	8716,02
10400	60	220	8766,02
10500	60	220	8816,02
10600	60	220	8866,02
10700	60	220	8916,02
10800	60	220	8966,02
10900	60	220	9016,02
11000	60	220	9066,02
11100	60	220	9116,02
11200	60	220	9166,02
11300	60	220	9216,02
11400	60	220	9266,02
11500	60	220	9316,02
11600	60	220	9366,02
11700	60	220	9416,02
11800	60	220	9466,02
11900	60	220	9516,02
12000	60	220	9566,02
12100	60	220	9616,02
12200	60	220	9666,02
12300	60	220	9716,02
12400	60	220	9766,02
12500	60	220	9816,02
