0	0	0	0
30	0	0	30
60	0	0	60
90	0	0	90
120	0	0	120
150	0	0	150
180	0	0	180
210	0	0	210
240	0	0	240
270	0	0	270
300	0	0	300
330	0	0	330
360	0	0	360
390	0	0	390
420	0	0	420
450	0	0	450
480	0	0	480
500	0	0	500
510	0,83	0	510
540	3,33	0	539,98
570	5,83	0	569,88
600	8,33	0	599,65
630	10,83	0	629,23
660	13,33	0	658,56
690	15,83	0	687,59
720	18,33	0	716,27
750	20,83	0	744,53
780	23,33	0	772,32
810	25,83	0	799,6
840	28,33	0	826,31
870	30,83	0	852,4
900	33,33	0	877,81
930	35,83	0	902,51
960	38,33	0	926,44
990	40,83	0	949,56
1020	43,33	0	971,82
1050	45,83	0	993,19
1080	48,33	0	1013,62
1100	50	0	1026,69
1110	50	0	1033,12
1140	50	0	1052,4
1170	50	0	1071,69
1200	50	0	1090,97
1230	50	0	1110,26
1260	50	0	1129,54
1290	50	0	1148,82
1320	50	0	1168,11
1350	50	0	1187,39
1380	50	0	1206,67
1410	50	0	1225,96
1440	50	0	1245,24
1470	50	0	1264,52
1500	50	0	1283,81
1530	50	0	1303,09
1560	50	0	1322,38
1590	50	0	1341,66
1620	50	0	1360,94
1650	50	0	1380,23
1680	50	0	1399,51
1700	50	0	1412,37
1710	49,33	0	1418,84
1740	47,33	0	1438,78
1770	45,33	0	1459,49
1800	43,33	0	1480,95
1830	41,33	0	1503,13
1860	39,33	0	1526
1890	37,33	0	1549,53
1920	35,33	0	1573,69
1950	33,33	0	1598,46
1980	31,33	0	1623,81
2010	29,33	0	1649,7
2040	27,33	0	1676,11
2070	25,33	0	1702,99
2100	23,33	0	1730,33
2130	21,33	0	1758,08
2160	19,33	0	1786,2
2190	17,33	0	1814,68
2220	15,33	0	1843,47
2250	13,33	0	1872,53
2280	11,33	0	1901,84
2310	9,33	0	1931,35
2340	7,33	0	1961,03
2370	5,33	0	1990,85
2400	3,33	0	2020,76
2430	1,33	0	2050,73
2450	0	0	2070,73
2460	0	0	2080,73
2490	0	0	2110,73
2520	0	0	2140,73
2550	0	0	2170,73
2580	0	0	2200,73
2610	0	0	2230,73
2640	0	0	2260,73
2670	0	0	2290,73
2700	0	0	2320,73
2730	0	0	2350,73
2760	0	0	2380,73
2790	0	0	2410,73
2820	0	0	2440,73
2850	0	0	2470,73
2880	15	283	2500,39
2910	30	283	2528,03
2940	45	283	2551,76
2970	60	283	2569,97
3000	75	283	2581,42
3030	90	283	2585,32
3060	90	283	2585,32
3090	90	283	2585,32
3120	90	283	2585,32
3150	90	283	2585,32
3180	90	283	2585,32
3210	90	283	2585,32
3240	90	283	2585,32
3270	90	283	2585,32
3300	90	283	2585,32
3330	90	283	2585,32
3360	90	283	2585,32
3390	90	283	2585,32
3420	90	283	2585,32
3430	90	283	2585,32
3450	92,05	277,36	2584,97
3480	95,08	268,87	2583,1
3510	98	260,3	2579,68
3540	100,74	251,61	2574,79
3570	103,23	242,77	2568,55
3600	105,41	233,75	2561,11
3630	107,23	224,57	2552,66
3660	108,62	215,22	2543,41
3690	109,54	205,75	2533,58
3720	109,97	196,19	2523,42
3730	110	193	2520
3750	110	193	2513,16
3780	110	193	2502,9
3810	110	193	2492,64
3840	110	193	2482,38
3870	110	193	2472,12
3900	110	193	2461,86
3930	110	193	2451,6
3960	110	193	2441,34
3990	110	193	2431,08
4020	110	193	2420,82
4030	110	193	2417,4
