0	0	0	0
30	0	0	30
60	0	0	60
90	0	0	90
120	0	0	120
150	0	0	150
180	0	0	180
210	0	0	210
240	0	0	240
270	0	0	270
300	0	0	300
330	0	0	330
360	0	0	360
390	0	0	390
420	0	0	420
450	0	0	450
480	0	0	480
510	0	0	510
540	0	0	540
570	0	0	570
600	0	0	600
630	0	0	630
660	0	0	660
690	0	0	690
720	0	0	720
750	0	0	750
780	0	0	780
810	0	0	810
840	0	0	840
870	0	0	870
900	0	0	900
930	0	0	930
960	0	0	960
990	0	0	990
1020	0	0	1020
1050	0	0	1050
1080	0	0	1080
1110	0	0	1110
1140	0	0	1140
1170	0	0	1170
1200	0	0	1200
1230	2	75	1229,99
1260	4	75	1259,95
1290	6	75	1289,84
1320	8	75	1319,61
1350	10	75	1349,24
1380	12	75	1378,69
1410	14	75	1407,92
1440	16	75	1436,89
1470	18	75	1465,58
1500	20	75	1493,94
1530	22	75	1521,95
1560	24	75	1549,56
1590	26	75	1576,75
1620	28	75	1603,48
1650	30	75	1629,72
1680	32	75	1655,43
1710	34	75	1680,59
1740	36	75	1705,16
1770	38	75	1729,12
1800	40	75	1752,44
1830	42	75	1775,08
1860	44	75	1797,01
1890	46	75	1818,23
1920	48	75	1838,69
1950	50	75	1858,37
1980	52	75	1877,25
2010	54	75	1895,3
2040	56	75	1912,51
2070	58	75	1928,84
2100	60	75	1944,29
2130	60	75	1959,29
2160	60	75	1974,29
2190	60	75	1989,29
2220	60	75	2004,29
2250	60	75	2019,29
2280	60	75	2034,29
2310	60	75	2049,29
2340	60	75	2064,29
2370	60	75	2079,29
2400	60	75	2094,29
2430	60	75	2109,29
2460	60	75	2124,29
2490	60	75	2139,29
2520	60	75	2154,29
2550	60	75	2169,29
2580	60	75	2184,29
2610	60	75	2199,29
2640	60	75	2214,29
2670	60	75	2229,29
2700	60	75	2244,29
2730	60	75	2259,29
2760	60	75	2274,29
2790	60	75	2289,29
2820	60	75	2304,29
2850	60	75	2319,29
2880	60	75	2334,29
2910	60	75	2349,29
2940	60	75	2364,29
2970	60	75	2379,29
3000	60	75	2394,29
3030	60	75	2409,29
3060	60	75	2424,29
3090	60	75	2439,29
3120	60	75	2454,29
3150	60	75	2469,29
3180	60	75	2484,29
3210	60	75	2499,29
3240	60	75	2514,29
3270	60	75	2529,29
3300	60	75	2544,29
3330	60	75	2559,29
3360	60	75	2574,29
3390	60	75	2589,29
3420	60	75	2604,29
3450	60	75	2619,29
3480	60	75	2634,29
3510	60	75	2649,29
3540	60	75	2664,29
3570	60	75	2679,29
3600	60	75	2694,29
3630	60	75	2709,29
3660	60	75	2724,29
3690	60	75	2739,29
3720	60	75	2754,29
3750	60	75	2769,29
3780	60	75	2784,29
3810	60	75	2799,29
3840	60	75	2814,29
3870	60	75	2829,29
3900	60	75	2844,29
3930	60	75	2859,29
3960	60	75	2874,29
3990	60	75	2889,29
4020	60	75	2904,29
4050	60	75	2919,29
4080	60	75	2934,29
4110	60	75	2949,29
4140	60	75	2964,29
4170	60	75	2979,29
4200	60	75	2994,29
4230	60	75	3009,29
4260	60	75	3024,29
4290	60	75	3039,29
4320	60	75	3054,29
4350	60	75	3069,29
4380	60	75	3084,29
4410	60	75	3099,29
4440	60	75	3114,29
4470	60	75	3129,29
4500	60	75	3144,29
4530	60	75	3159,29
4560	60	75	3174,29
4590	60	75	3189,29
4620	60	75	3204,29
4650	60	75	3219,29
4680	60	75	3234,29
4710	60	75	3249,29
4740	60	75	3264,29
4770	60	75	3279,29
4800	60	75	3294,29
4830	60	75	3309,29
4860	60	75	3324,29
4890	60	75	3339,29
4920	60	75	3354,29
4950	60	75	3369,29
4980	60	75	3384,29
5010	60	75	3399,29
5040	60	75	3414,29
5070	60	75	3429,29
5100	60	75	3444,29
5130	63	75	3458,61
5160	66	75	3471,52
5190	69	75	3483
5220	72	75	3493,01
5250	75	75	3501,53
5280	78	75	3508,54
5310	81	75	3514
5340	84	75	3517,92
5370	87	75	3520,27
5400	90	75	3521,06
5430	90	75	3521,06
5460	90	75	3521,06
5490	90	75	3521,06
5520	90	75	3521,06
5550	90	75	3521,06
5580	90	75	3521,06
5610	90	75	3521,06
5640	90	75	3521,06
5670	90	75	3521,06
5700	90	75	3521,06
5730	90	75	3521,06
5760	90	75	3521,06
5790	90	75	3521,06
5820	90	75	3521,06
5850	90	75	3521,06
5880	90	75	3521,06
5910	90	75	3521,06
5940	90	75	3521,06
5970	90	75	3521,06
6000	90	75	3521,06
6030	90	75	3521,06
6060	90	75	3521,06
6090	90	75	3521,06
6120	90	75	3521,06
6150	90	75	3521,06
6180	90	75	3521,06
6210	90	75	3521,06
6240	90	75	3521,06
6270	90	75	3521,06
6300	90	75	3521,06
6330	90	75	3521,06
6360	90	75	3521,06
6390	90	75	3521,06
6420	90	75	3521,06
6450	90	75	3521,06
6480	90	75	3521,06
6510	90	75	3521,06
6540	90	75	3521,06
6570	90	75	3521,06
6600	90	75	3521,06
6630	90	75	3521,06
6660	90	75	3521,06
6690	90	75	3521,06
6720	90	75	3521,06
6750	90	75	3521,06
6780	90	75	3521,06
6810	90	75	3521,06
6840	90	75	3521,06
6870	90	75	3521,06
6900	90	75	3521,06
6930	90	75	3521,06
6960	90	75	3521,06
6990	90	75	3521,06
7020	90	75	3521,06
7050	90	75	3521,06
7080	90	75	3521,06
7110	90	75	3521,06
7140	90	75	3521,06
7170	90	75	3521,06
7200	90	75	3521,06
7230	90	75	3521,06
7260	90	75	3521,06
7290	90	75	3521,06
7320	90	75	3521,06
7350	90	75	3521,06
7380	90	75	3521,06
7410	90	75	3521,06
7440	90	75	3521,06
7470	90	75	3521,06
7500	90	75	3521,06
7530	90	75	3521,06
7560	90	75	3521,06
7590	90	75	3521,06
7620	90	75	3521,06
7650	90	75	3521,06
7680	90	75	3521,06
7710	90	75	3521,06
7740	90	75	3521,06
7770	90	75	3521,06
7800	90	75	3521,06
7830	90	75	3521,06
7860	90	75	3521,06
7890	90	75	3521,06
7920	90	75	3521,06
7950	90	75	3521,06
7980	90	75	3521,06
8000	90	75	3521,06
